route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"163",1548_SW,1548_3670,"Miejskie Centrum Opieki",,0,SW_163-02_2,946600,0,0
"163",1549_SW,1549_3612,"Miejskie Centrum Opieki",,0,SW_163-02_2,948230,0,0
"163",1548_SW,1548_3674,"Szpital Rydygiera",,1,SW_163-02_3,946598,0,0
"163",1549_SW,1549_3615,"Szpital Rydygiera",,1,SW_163-02_3,948228,0,0
"163",1548_SW,1548_3679,"Miejskie Centrum Opieki",,0,SW_163-02_4,946600,0,0
"163",1549_SW,1549_3621,"Miejskie Centrum Opieki",,0,SW_163-02_4,948230,0,0
"163",1548_SW,1548_3681,"Szpital Rydygiera",,1,SW_163-02_5,946598,0,0
"163",1549_SW,1549_3623,"Szpital Rydygiera",,1,SW_163-02_5,948228,0,0
"163",1548_SW,1548_3687,"Miejskie Centrum Opieki",,0,SW_163-02_6,946600,0,0
"163",1549_SW,1549_3626,"Miejskie Centrum Opieki",,0,SW_163-02_6,948230,0,0
"163",1548_SW,1548_3690,"Szpital Rydygiera",,1,SW_163-02_7,946598,0,0
"163",1549_SW,1549_3630,"Szpital Rydygiera",,1,SW_163-02_7,948228,0,0
"163",1548_SW,1548_3694,"Miejskie Centrum Opieki",,0,SW_163-02_8,946600,0,0
"163",1549_SW,1549_3635,"Miejskie Centrum Opieki",,0,SW_163-02_8,948230,0,0
"163",1548_SW,1548_3699,"Szpital Rydygiera",,1,SW_163-02_9,946598,0,0
"163",1549_SW,1549_3640,"Szpital Rydygiera",,1,SW_163-02_9,948228,0,0
"163",1548_SW,1548_3703,"Miejskie Centrum Opieki",,0,SW_163-02_10,946600,0,0
"163",1549_SW,1549_3645,"Miejskie Centrum Opieki",,0,SW_163-02_10,948230,0,0
"163",1548_SW,1548_3708,"Szpital Rydygiera",,1,SW_163-02_11,946598,0,0
"163",1549_SW,1549_3648,"Szpital Rydygiera",,1,SW_163-02_11,948228,0,0
"163",1548_SW,1548_3710,"Miejskie Centrum Opieki",,0,SW_163-02_12,946600,0,0
"163",1549_SW,1549_3653,"Miejskie Centrum Opieki",,0,SW_163-02_12,948230,0,0
"163",1548_SW,1548_3716,"Szpital Rydygiera",,1,SW_163-02_13,946598,0,0
"163",1549_SW,1549_3657,"Szpital Rydygiera",,1,SW_163-02_13,948228,0,0
"163",1548_SW,1548_3718,"Miejskie Centrum Opieki",,0,SW_163-02_14,946600,0,0
"163",1549_SW,1549_3660,"Miejskie Centrum Opieki",,0,SW_163-02_14,948230,0,0
"163",1548_SW,1548_3722,"Szpital Rydygiera",,1,SW_163-02_15,946598,0,0
"163",1549_SW,1549_3665,"Szpital Rydygiera",,1,SW_163-02_15,948228,0,0
"163",1548_SW,1548_3727,"Miejskie Centrum Opieki",,0,SW_163-02_16,946600,0,0
"163",1549_SW,1549_3669,"Miejskie Centrum Opieki",,0,SW_163-02_16,948230,0,0
"163",1548_SW,1548_3731,"Szpital Rydygiera",,1,SW_163-02_17,946598,0,0
"163",1549_SW,1549_3672,"Szpital Rydygiera",,1,SW_163-02_17,948228,0,0
"163",1548_SW,1548_3735,"Miejskie Centrum Opieki",,0,SW_163-02_18,946600,0,0
"163",1549_SW,1549_3676,"Miejskie Centrum Opieki",,0,SW_163-02_18,948230,0,0
"163",1548_SW,1548_3738,"Szpital Rydygiera",,1,SW_163-02_19,946598,0,0
"163",1549_SW,1549_3681,"Szpital Rydygiera",,1,SW_163-02_19,948228,0,0
"163",1548_SW,1548_3916,"Szpital Rydygiera",,1,SW_163-03_2,946598,0,0
"163",1549_SW,1549_3856,"Szpital Rydygiera",,1,SW_163-03_2,948228,0,0
"163",1548_SW,1548_3921,"Miejskie Centrum Opieki",,0,SW_163-03_3,946600,0,0
"163",1549_SW,1549_3860,"Miejskie Centrum Opieki",,0,SW_163-03_3,948230,0,0
"163",1548_SW,1548_3925,"Szpital Rydygiera",,1,SW_163-03_4,946598,0,0
"163",1549_SW,1549_3864,"Szpital Rydygiera",,1,SW_163-03_4,948228,0,0
"163",1548_SW,1548_3929,"Miejskie Centrum Opieki",,0,SW_163-03_5,946600,0,0
"163",1549_SW,1549_3867,"Miejskie Centrum Opieki",,0,SW_163-03_5,948230,0,0
"163",1548_SW,1548_3933,"Szpital Rydygiera",,1,SW_163-03_6,946598,0,0
"163",1549_SW,1549_3872,"Szpital Rydygiera",,1,SW_163-03_6,948228,0,0
"163",1548_SW,1548_3937,"Miejskie Centrum Opieki",,0,SW_163-03_7,946600,0,0
"163",1549_SW,1549_3876,"Miejskie Centrum Opieki",,0,SW_163-03_7,948230,0,0
"163",1548_SW,1548_3941,"Szpital Rydygiera",,1,SW_163-03_8,946598,0,0
"163",1549_SW,1549_3880,"Szpital Rydygiera",,1,SW_163-03_8,948228,0,0
"163",1548_SW,1548_3946,"Miejskie Centrum Opieki",,0,SW_163-03_9,946600,0,0
"163",1549_SW,1549_3884,"Miejskie Centrum Opieki",,0,SW_163-03_9,948230,0,0
"163",1548_SW,1548_3949,"Szpital Rydygiera",,1,SW_163-03_10,946598,0,0
"163",1549_SW,1549_3888,"Szpital Rydygiera",,1,SW_163-03_10,948228,0,0
"163",1548_SW,1548_3952,"Miejskie Centrum Opieki",,0,SW_163-03_11,946600,0,0
"163",1549_SW,1549_3892,"Miejskie Centrum Opieki",,0,SW_163-03_11,948230,0,0
"163",1548_SW,1548_3957,"Szpital Rydygiera",,1,SW_163-03_12,946598,0,0
"163",1549_SW,1549_3896,"Szpital Rydygiera",,1,SW_163-03_12,948228,0,0
"163",1548_SW,1548_3961,"Miejskie Centrum Opieki",,0,SW_163-03_13,946600,0,0
"163",1549_SW,1549_3900,"Miejskie Centrum Opieki",,0,SW_163-03_13,948230,0,0
"163",1548_SW,1548_3965,"Szpital Rydygiera",,1,SW_163-03_14,946598,0,0
"163",1549_SW,1549_3904,"Szpital Rydygiera",,1,SW_163-03_14,948228,0,0
"163",1548_SW,1548_3969,"Miejskie Centrum Opieki",,0,SW_163-03_15,946600,0,0
"163",1549_SW,1549_3908,"Miejskie Centrum Opieki",,0,SW_163-03_15,948230,0,0
"163",1548_SW,1548_3974,"Szpital Rydygiera",,1,SW_163-03_16,946598,0,0
"163",1549_SW,1549_3912,"Szpital Rydygiera",,1,SW_163-03_16,948228,0,0
"163",1548_SW,1548_3975,"Miejskie Centrum Opieki",,0,SW_163-03_17,946600,0,0
"163",1549_SW,1549_3915,"Miejskie Centrum Opieki",,0,SW_163-03_17,948230,0,0
"163",1548_SW,1548_3982,"Szpital Rydygiera",,1,SW_163-03_18,946598,0,0
"163",1549_SW,1549_3920,"Szpital Rydygiera",,1,SW_163-03_18,948228,0,0
"163",1548_SW,1548_3984,"Miejskie Centrum Opieki",,0,SW_163-03_19,946600,0,0
"163",1549_SW,1549_3923,"Miejskie Centrum Opieki",,0,SW_163-03_19,948230,0,0
"172",1548_SW,1548_7402,"Bronowice Małe",,0,SW_172-01_2,946068,0,0
"172",1549_SW,1549_7256,"Bronowice Małe",,0,SW_172-01_2,947698,0,0
"172",1548_SW,1548_7404,"Kombinat",,0,SW_172-01_3,946067,0,0
"172",1549_SW,1549_7257,"Kombinat",,0,SW_172-01_3,947697,0,0
"172",1548_SW,1548_7408,"Bronowice Małe",,0,SW_172-01_4,946068,0,0
"172",1549_SW,1549_7264,"Bronowice Małe",,0,SW_172-01_4,947698,0,0
"172",1548_SW,1548_7414,"Kombinat",,0,SW_172-01_5,946067,0,0
"172",1549_SW,1549_7267,"Kombinat",,0,SW_172-01_5,947697,0,0
"172",1548_SW,1548_7419,"Bronowice Małe",,0,SW_172-01_6,946068,0,0
"172",1549_SW,1549_7272,"Bronowice Małe",,0,SW_172-01_6,947698,0,0
"172",1548_SW,1548_7423,"Kombinat",,0,SW_172-01_7,946067,0,0
"172",1549_SW,1549_7276,"Kombinat",,0,SW_172-01_7,947697,0,0
"172",1548_SW,1548_7427,"Bronowice Małe",,0,SW_172-01_8,946068,0,0
"172",1549_SW,1549_7279,"Bronowice Małe",,0,SW_172-01_8,947698,0,0
"172",1548_SW,1548_7431,"Kombinat",,0,SW_172-01_9,946067,0,0
"172",1549_SW,1549_7282,"Kombinat",,0,SW_172-01_9,947697,0,0
"172",1548_SW,1548_7313,"Kombinat",,0,SW_172-02_2,946067,0,0
"172",1549_SW,1549_7171,"Kombinat",,0,SW_172-02_2,947697,0,0
"172",1548_SW,1548_7317,"Bronowice Małe",,0,SW_172-02_3,946068,0,0
"172",1549_SW,1549_7173,"Bronowice Małe",,0,SW_172-02_3,947698,0,0
"172",1548_SW,1548_7321,"Kombinat",,0,SW_172-02_4,946067,0,0
"172",1549_SW,1549_7178,"Kombinat",,0,SW_172-02_4,947697,0,0
"172",1548_SW,1548_7325,"Bronowice Małe",,0,SW_172-02_5,946068,0,0
"172",1549_SW,1549_7183,"Bronowice Małe",,0,SW_172-02_5,947698,0,0
"172",1548_SW,1548_7329,"Kombinat",,0,SW_172-02_6,946067,0,0
"172",1549_SW,1549_7186,"Kombinat",,0,SW_172-02_6,947697,0,0
"172",1548_SW,1548_7333,"Bronowice Małe",,0,SW_172-02_7,946068,0,0
"172",1549_SW,1549_7190,"Bronowice Małe",,0,SW_172-02_7,947698,0,0
"172",1548_SW,1548_7337,"Kombinat",,0,SW_172-02_8,946067,0,0
"172",1549_SW,1549_7196,"Kombinat",,0,SW_172-02_8,947697,0,0
"172",1548_SW,1548_7341,"Bronowice Małe",,0,SW_172-02_9,946068,0,0
"172",1549_SW,1549_7199,"Bronowice Małe",,0,SW_172-02_9,947698,0,0
"172",1548_SW,1548_7347,"Kombinat",,0,SW_172-02_10,946067,0,0
"172",1549_SW,1549_7203,"Kombinat",,0,SW_172-02_10,947697,0,0
"172",1548_SW,1548_7349,"Bronowice Małe",,0,SW_172-02_11,946068,0,0
"172",1549_SW,1549_7205,"Bronowice Małe",,0,SW_172-02_11,947698,0,0
"172",1548_SW,1548_7355,"Kombinat",,0,SW_172-02_12,946067,0,0
"172",1549_SW,1549_7212,"Kombinat",,0,SW_172-02_12,947697,0,0
"172",1548_SW,1548_7359,"Bronowice Małe",,0,SW_172-02_13,946068,0,0
"172",1549_SW,1549_7213,"Bronowice Małe",,0,SW_172-02_13,947698,0,0
"172",1548_SW,1548_7363,"Kombinat",,0,SW_172-02_14,946067,0,0
"172",1549_SW,1549_7219,"Kombinat",,0,SW_172-02_14,947697,0,0
"172",1548_SW,1548_7368,"Bronowice Małe",,0,SW_172-02_15,946068,0,0
"172",1549_SW,1549_7223,"Bronowice Małe",,0,SW_172-02_15,947698,0,0
"172",1548_SW,1548_7373,"Kombinat",,0,SW_172-02_16,946067,0,0
"172",1549_SW,1549_7228,"Kombinat",,0,SW_172-02_16,947697,0,0
"172",1548_SW,1548_7377,"Bronowice Małe",,0,SW_172-02_17,946068,0,0
"172",1549_SW,1549_7231,"Bronowice Małe",,0,SW_172-02_17,947698,0,0
"172",1548_SW,1548_7381,"Kombinat",,0,SW_172-02_18,946067,0,0
"172",1549_SW,1549_7236,"Kombinat",,0,SW_172-02_18,947697,0,0
"172",1548_SW,1548_7385,"Bronowice Małe",,0,SW_172-02_19,946068,0,0
"172",1549_SW,1549_7237,"Bronowice Małe",,0,SW_172-02_19,947698,0,0
"172",1548_SW,1548_7389,"Kombinat",,0,SW_172-02_20,946067,0,0
"172",1549_SW,1549_7242,"Kombinat",,0,SW_172-02_20,947697,0,0
"172",1548_SW,1548_7519,"Bronowice Małe",,0,SW_172-03_2,946075,0,0
"172",1549_SW,1549_7366,"Bronowice Małe",,0,SW_172-03_2,947705,0,0
"172",1548_SW,1548_7525,"Kombinat",,0,SW_172-03_3,946067,0,0
"172",1549_SW,1549_7371,"Kombinat",,0,SW_172-03_3,947697,0,0
"172",1548_SW,1548_7529,"Bronowice Małe",,0,SW_172-03_4,946068,0,0
"172",1549_SW,1549_7375,"Bronowice Małe",,0,SW_172-03_4,947698,0,0
"172",1548_SW,1548_7533,"Kombinat",,0,SW_172-03_5,946067,0,0
"172",1549_SW,1549_7379,"Kombinat",,0,SW_172-03_5,947697,0,0
"172",1548_SW,1548_7537,"Bronowice Małe",,0,SW_172-03_6,946068,0,0
"172",1549_SW,1549_7383,"Bronowice Małe",,0,SW_172-03_6,947698,0,0
"172",1548_SW,1548_7541,"Kombinat",,0,SW_172-03_7,946067,0,0
"172",1549_SW,1549_7387,"Kombinat",,0,SW_172-03_7,947697,0,0
"172",1548_SW,1548_7545,"Bronowice Małe",,0,SW_172-03_8,946068,0,0
"172",1549_SW,1549_7391,"Bronowice Małe",,0,SW_172-03_8,947698,0,0
"172",1548_SW,1548_7549,"Kombinat",,0,SW_172-03_9,946067,0,0
"172",1549_SW,1549_7395,"Kombinat",,0,SW_172-03_9,947697,0,0
"172",1548_SW,1548_7553,"Bronowice Małe",,0,SW_172-03_10,946068,0,0
"172",1549_SW,1549_7399,"Bronowice Małe",,0,SW_172-03_10,947698,0,0
"172",1548_SW,1548_7557,"Kombinat",,0,SW_172-03_11,946067,0,0
"172",1549_SW,1549_7403,"Kombinat",,0,SW_172-03_11,947697,0,0
"172",1548_SW,1548_7561,"Bronowice Małe",,0,SW_172-03_12,946068,0,0
"172",1549_SW,1549_7407,"Bronowice Małe",,0,SW_172-03_12,947698,0,0
"172",1548_SW,1548_7566,"Kombinat",,0,SW_172-03_13,946067,0,0
"172",1549_SW,1549_7411,"Kombinat",,0,SW_172-03_13,947697,0,0
"172",1548_SW,1548_7570,"Bronowice Małe",,0,SW_172-03_14,946068,0,0
"172",1549_SW,1549_7415,"Bronowice Małe",,0,SW_172-03_14,947698,0,0
"172",1548_SW,1548_7575,"Kombinat",,0,SW_172-03_15,946067,0,0
"172",1549_SW,1549_7419,"Kombinat",,0,SW_172-03_15,947697,0,0
"172",1548_SW,1548_7579,"Bronowice Małe",,0,SW_172-03_16,946068,0,0
"172",1549_SW,1549_7423,"Bronowice Małe",,0,SW_172-03_16,947698,0,0
"172",1548_SW,1548_7580,"Kombinat",,0,SW_172-03_17,946067,0,0
"172",1549_SW,1549_7427,"Kombinat",,0,SW_172-03_17,947697,0,0
"172",1548_SW,1548_7587,"Bronowice Małe",,0,SW_172-03_18,946068,0,0
"172",1549_SW,1549_7431,"Bronowice Małe",,0,SW_172-03_18,947698,0,0
"172",1548_SW,1548_7589,"Kombinat",,0,SW_172-03_19,946067,0,0
"172",1549_SW,1549_7435,"Kombinat",,0,SW_172-03_19,947697,0,0
"172",1548_SW,1548_7595,"Bronowice Małe",,0,SW_172-03_20,946068,0,0
"172",1549_SW,1549_7439,"Bronowice Małe",,0,SW_172-03_20,947698,0,0
"172",1548_SW,1548_7596,"Struga",,0,SW_172-03_21,946069,0,0
"172",1549_SW,1549_7443,"Struga",,0,SW_172-03_21,947699,0,0
"172",1548_SW,1548_7445,"Bronowice Małe",,0,SW_172-04_2,946068,0,0
"172",1549_SW,1549_7294,"Bronowice Małe",,0,SW_172-04_2,947698,0,0
"172",1548_SW,1548_7449,"Kombinat",,0,SW_172-04_3,946067,0,0
"172",1549_SW,1549_7298,"Kombinat",,0,SW_172-04_3,947697,0,0
"172",1548_SW,1548_7453,"Bronowice Małe",,0,SW_172-04_4,946068,0,0
"172",1549_SW,1549_7302,"Bronowice Małe",,0,SW_172-04_4,947698,0,0
"172",1548_SW,1548_7457,"Kombinat",,0,SW_172-04_5,946067,0,0
"172",1549_SW,1549_7306,"Kombinat",,0,SW_172-04_5,947697,0,0
"172",1548_SW,1548_7461,"Bronowice Małe",,0,SW_172-04_6,946068,0,0
"172",1549_SW,1549_7310,"Bronowice Małe",,0,SW_172-04_6,947698,0,0
"172",1548_SW,1548_7465,"Kombinat",,0,SW_172-04_7,946067,0,0
"172",1549_SW,1549_7314,"Kombinat",,0,SW_172-04_7,947697,0,0
"172",1548_SW,1548_7469,"Bronowice Małe",,0,SW_172-04_8,946068,0,0
"172",1549_SW,1549_7318,"Bronowice Małe",,0,SW_172-04_8,947698,0,0
"172",1548_SW,1548_7473,"Kombinat",,0,SW_172-04_9,946067,0,0
"172",1549_SW,1549_7322,"Kombinat",,0,SW_172-04_9,947697,0,0
"172",1548_SW,1548_7479,"Bronowice Małe",,0,SW_172-04_10,946068,0,0
"172",1549_SW,1549_7326,"Bronowice Małe",,0,SW_172-04_10,947698,0,0
"172",1548_SW,1548_7482,"Kombinat",,0,SW_172-04_11,946067,0,0
"172",1549_SW,1549_7330,"Kombinat",,0,SW_172-04_11,947697,0,0
"172",1548_SW,1548_7486,"Bronowice Małe",,0,SW_172-04_12,946068,0,0
"172",1549_SW,1549_7334,"Bronowice Małe",,0,SW_172-04_12,947698,0,0
"172",1548_SW,1548_7490,"Kombinat",,0,SW_172-04_13,946067,0,0
"172",1549_SW,1549_7338,"Kombinat",,0,SW_172-04_13,947697,0,0
"172",1548_SW,1548_7496,"Bronowice Małe",,0,SW_172-04_14,946068,0,0
"172",1549_SW,1549_7342,"Bronowice Małe",,0,SW_172-04_14,947698,0,0
"172",1548_SW,1548_7500,"Kombinat",,0,SW_172-04_15,946067,0,0
"172",1549_SW,1549_7346,"Kombinat",,0,SW_172-04_15,947697,0,0
"172",1548_SW,1548_7503,"Bronowice Małe",,0,SW_172-04_16,946068,0,0
"172",1549_SW,1549_7350,"Bronowice Małe",,0,SW_172-04_16,947698,0,0
"172",1548_SW,1548_7507,"Struga",,0,SW_172-04_17,946069,0,0
"172",1549_SW,1549_7354,"Struga",,0,SW_172-04_17,947699,0,0
"172",1548_SW,1548_7112,"Bronowice Małe",,0,SW_172-05_2,946075,0,0
"172",1549_SW,1549_6985,"Bronowice Małe",,0,SW_172-05_2,947705,0,0
"172",1548_SW,1548_7116,"Kombinat",,0,SW_172-05_3,946067,0,0
"172",1549_SW,1549_6989,"Kombinat",,0,SW_172-05_3,947697,0,0
"172",1548_SW,1548_7120,"Bronowice Małe",,0,SW_172-05_4,946068,0,0
"172",1549_SW,1549_6993,"Bronowice Małe",,0,SW_172-05_4,947698,0,0
"172",1548_SW,1548_7124,"Kombinat",,0,SW_172-05_5,946067,0,0
"172",1549_SW,1549_6997,"Kombinat",,0,SW_172-05_5,947697,0,0
"172",1548_SW,1548_7128,"Bronowice Małe",,0,SW_172-05_6,946068,0,0
"172",1549_SW,1549_7001,"Bronowice Małe",,0,SW_172-05_6,947698,0,0
"172",1548_SW,1548_7132,"Kombinat",,0,SW_172-05_7,946067,0,0
"172",1549_SW,1549_7005,"Kombinat",,0,SW_172-05_7,947697,0,0
"172",1548_SW,1548_7136,"Bronowice Małe",,0,SW_172-05_8,946068,0,0
"172",1549_SW,1549_7009,"Bronowice Małe",,0,SW_172-05_8,947698,0,0
"172",1548_SW,1548_7140,"Kombinat",,0,SW_172-05_9,946067,0,0
"172",1549_SW,1549_7013,"Kombinat",,0,SW_172-05_9,947697,0,0
"172",1548_SW,1548_7144,"Bronowice Małe",,0,SW_172-05_10,946068,0,0
"172",1549_SW,1549_7017,"Bronowice Małe",,0,SW_172-05_10,947698,0,0
"172",1548_SW,1548_7148,"Kombinat",,0,SW_172-05_11,946067,0,0
"172",1549_SW,1549_7021,"Kombinat",,0,SW_172-05_11,947697,0,0
"172",1548_SW,1548_7152,"Bronowice Małe",,0,SW_172-05_12,946068,0,0
"172",1549_SW,1549_7025,"Bronowice Małe",,0,SW_172-05_12,947698,0,0
"172",1548_SW,1548_7156,"Kombinat",,0,SW_172-05_13,946067,0,0
"172",1549_SW,1549_7029,"Kombinat",,0,SW_172-05_13,947697,0,0
"172",1548_SW,1548_7157,"Bronowice Małe",,0,SW_172-05_14,946068,0,0
"172",1549_SW,1549_7033,"Bronowice Małe",,0,SW_172-05_14,947698,0,0
"172",1548_SW,1548_7161,"Kombinat",,0,SW_172-05_15,946067,0,0
"172",1549_SW,1549_7037,"Kombinat",,0,SW_172-05_15,947697,0,0
"172",1548_SW,1548_7030,"Bronowice Małe",,0,SW_172-06_2,946075,0,0
"172",1549_SW,1549_6905,"Bronowice Małe",,0,SW_172-06_2,947705,0,0
"172",1548_SW,1548_7034,"Kombinat",,0,SW_172-06_3,946067,0,0
"172",1549_SW,1549_6909,"Kombinat",,0,SW_172-06_3,947697,0,0
"172",1548_SW,1548_7039,"Bronowice Małe",,0,SW_172-06_4,946068,0,0
"172",1549_SW,1549_6913,"Bronowice Małe",,0,SW_172-06_4,947698,0,0
"172",1548_SW,1548_7043,"Kombinat",,0,SW_172-06_5,946067,0,0
"172",1549_SW,1549_6917,"Kombinat",,0,SW_172-06_5,947697,0,0
"172",1548_SW,1548_7047,"Bronowice Małe",,0,SW_172-06_6,946068,0,0
"172",1549_SW,1549_6921,"Bronowice Małe",,0,SW_172-06_6,947698,0,0
"172",1548_SW,1548_7051,"Kombinat",,0,SW_172-06_7,946067,0,0
"172",1549_SW,1549_6925,"Kombinat",,0,SW_172-06_7,947697,0,0
"172",1548_SW,1548_7056,"Bronowice Małe",,0,SW_172-06_8,946068,0,0
"172",1549_SW,1549_6929,"Bronowice Małe",,0,SW_172-06_8,947698,0,0
"172",1548_SW,1548_7060,"Kombinat",,0,SW_172-06_9,946067,0,0
"172",1549_SW,1549_6933,"Kombinat",,0,SW_172-06_9,947697,0,0
"172",1548_SW,1548_7064,"Bronowice Małe",,0,SW_172-06_10,946068,0,0
"172",1549_SW,1549_6937,"Bronowice Małe",,0,SW_172-06_10,947698,0,0
"172",1548_SW,1548_7068,"Kombinat",,0,SW_172-06_11,946067,0,0
"172",1549_SW,1549_6941,"Kombinat",,0,SW_172-06_11,947697,0,0
"172",1548_SW,1548_7072,"Bronowice Małe",,0,SW_172-06_12,946068,0,0
"172",1549_SW,1549_6945,"Bronowice Małe",,0,SW_172-06_12,947698,0,0
"172",1548_SW,1548_7076,"Kombinat",,0,SW_172-06_13,946067,0,0
"172",1549_SW,1549_6949,"Kombinat",,0,SW_172-06_13,947697,0,0
"172",1548_SW,1548_7080,"Bronowice Małe",,0,SW_172-06_14,946068,0,0
"172",1549_SW,1549_6953,"Bronowice Małe",,0,SW_172-06_14,947698,0,0
"172",1548_SW,1548_7084,"Kombinat",,0,SW_172-06_15,946067,0,0
"172",1549_SW,1549_6957,"Kombinat",,0,SW_172-06_15,947697,0,0
"172",1548_SW,1548_7088,"Bronowice Małe",,0,SW_172-06_16,946068,0,0
"172",1549_SW,1549_6961,"Bronowice Małe",,0,SW_172-06_16,947698,0,0
"172",1548_SW,1548_7092,"Kombinat",,0,SW_172-06_17,946067,0,0
"172",1549_SW,1549_6965,"Kombinat",,0,SW_172-06_17,947697,0,0
"172",1548_SW,1548_7096,"Bronowice Małe",,0,SW_172-06_18,946068,0,0
"172",1549_SW,1549_6969,"Bronowice Małe",,0,SW_172-06_18,947698,0,0
"172",1548_SW,1548_7101,"Kombinat",,0,SW_172-06_19,946067,0,0
"172",1549_SW,1549_6973,"Kombinat",,0,SW_172-06_19,947697,0,0
"178",1548_SW,1548_23384,"Łagiewniki",,0,SW_178-01_2,946082,0,0
"178",1549_SW,1549_19573,"Łagiewniki",,0,SW_178-01_2,947712,0,0
"178",1548_SW,1548_23387,"Mistrzejowice",,1,SW_178-01_3,946081,0,0
"178",1549_SW,1549_19576,"Mistrzejowice",,1,SW_178-01_3,947711,0,0
"178",1548_SW,1548_23391,"Łagiewniki",,0,SW_178-01_4,946082,0,0
"178",1549_SW,1549_19579,"Łagiewniki",,0,SW_178-01_4,947712,0,0
"178",1548_SW,1548_23395,"Mistrzejowice",,1,SW_178-01_5,946081,0,0
"178",1549_SW,1549_19582,"Mistrzejowice",,1,SW_178-01_5,947711,0,0
"178",1548_SW,1548_23401,"Łagiewniki",,0,SW_178-01_6,946082,0,0
"178",1549_SW,1549_19585,"Łagiewniki",,0,SW_178-01_6,947712,0,0
"178",1548_SW,1548_23404,"Mistrzejowice",,1,SW_178-01_7,946081,0,0
"178",1549_SW,1549_19589,"Mistrzejowice",,1,SW_178-01_7,947711,0,0
"578",1548_SW,1548_23408,"Czerwone Maki P+R",,0,SW_178-01_8,946847,0,0
"578",1549_SW,1549_19592,"Czerwone Maki P+R",,0,SW_178-01_8,948477,0,0
"578",1548_SW,1548_23413,"Mistrzejowice",,1,SW_178-01_9,946846,0,0
"578",1549_SW,1549_19596,"Mistrzejowice",,1,SW_178-01_9,948476,0,0
"178",1548_SW,1548_23417,"Łagiewniki",,0,SW_178-01_10,946082,0,0
"178",1549_SW,1549_19597,"Łagiewniki",,0,SW_178-01_10,947712,0,0
"178",1548_SW,1548_23420,"Mistrzejowice",,1,SW_178-01_11,946081,0,0
"178",1549_SW,1549_19600,"Mistrzejowice",,1,SW_178-01_11,947711,0,0
"578",1548_SW,1548_23423,"Czerwone Maki P+R",,0,SW_178-01_12,946847,0,0
"578",1549_SW,1549_19603,"Czerwone Maki P+R",,0,SW_178-01_12,948477,0,0
"578",1548_SW,1548_23428,"Mistrzejowice",,1,SW_178-01_13,946846,0,0
"578",1549_SW,1549_19607,"Mistrzejowice",,1,SW_178-01_13,948476,0,0
"178",1548_SW,1548_23432,"Łagiewniki",,0,SW_178-01_14,946082,0,0
"178",1549_SW,1549_19610,"Łagiewniki",,0,SW_178-01_14,947712,0,0
"178",1548_SW,1548_23435,"Mistrzejowice",,1,SW_178-01_15,946081,0,0
"178",1549_SW,1549_19613,"Mistrzejowice",,1,SW_178-01_15,947711,0,0
"578",1548_SW,1548_23439,"Czerwone Maki P+R",,0,SW_178-01_16,946847,0,0
"578",1549_SW,1549_19617,"Czerwone Maki P+R",,0,SW_178-01_16,948477,0,0
"578",1548_SW,1548_23445,"Mistrzejowice",,1,SW_178-01_17,946846,0,0
"578",1549_SW,1549_19618,"Mistrzejowice",,1,SW_178-01_17,948476,0,0
"178",1548_SW,1548_23448,"Łagiewniki",,0,SW_178-01_18,946082,0,0
"178",1549_SW,1549_19622,"Łagiewniki",,0,SW_178-01_18,947712,0,0
"178",1548_SW,1548_23451,"Mistrzejowice",,1,SW_178-01_19,946081,0,0
"178",1549_SW,1549_19626,"Mistrzejowice",,1,SW_178-01_19,947711,0,0
"578",1548_SW,1548_23457,"Czerwone Maki P+R",,0,SW_178-01_20,946847,0,0
"578",1549_SW,1549_19629,"Czerwone Maki P+R",,0,SW_178-01_20,948477,0,0
"578",1548_SW,1548_23461,"Mistrzejowice",,1,SW_178-01_21,946846,0,0
"578",1549_SW,1549_19632,"Mistrzejowice",,1,SW_178-01_21,948476,0,0
"178",1548_SW,1548_23465,"Łagiewniki",,0,SW_178-01_22,946082,0,0
"178",1549_SW,1549_19633,"Łagiewniki",,0,SW_178-01_22,947712,0,0
"178",1548_SW,1548_23467,"Mistrzejowice",,1,SW_178-01_23,946081,0,0
"178",1549_SW,1549_19636,"Mistrzejowice",,1,SW_178-01_23,947711,0,0
"178",1548_SW,1548_23471,"Łagiewniki",,0,SW_178-01_24,946082,0,0
"178",1549_SW,1549_19639,"Łagiewniki",,0,SW_178-01_24,947712,0,0
"178",1548_SW,1548_23475,"Mistrzejowice",,1,SW_178-01_25,946081,0,0
"178",1549_SW,1549_19642,"Mistrzejowice",,1,SW_178-01_25,947711,0,0
"178",1548_SW,1548_23278,"Łagiewniki",,0,SW_178-02_2,946082,0,0
"178",1549_SW,1549_19496,"Łagiewniki",,0,SW_178-02_2,947712,0,0
"178",1548_SW,1548_23284,"Mistrzejowice",,1,SW_178-02_3,946081,0,0
"178",1549_SW,1549_19500,"Mistrzejowice",,1,SW_178-02_3,947711,0,0
"178",1548_SW,1548_23286,"Łagiewniki",,0,SW_178-02_4,946082,0,0
"178",1549_SW,1549_19501,"Łagiewniki",,0,SW_178-02_4,947712,0,0
"178",1548_SW,1548_23292,"Mistrzejowice",,1,SW_178-02_5,946081,0,0
